Annotation Cluster 1	Enrichment Score: 12.374035471695748
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR015897:CHK kinase-like	35	1.6818837097549257	1.9733929596169747E-15	CG18765, CG9259, CG31104, CG31102, CG10553, CG31097, CG31974, CG10559, CG31975, CHKOV2, CHKOV1, CG33301, CG16898, CG10513, CG31370, CG10514, CG11889, CG10550, CG33511, CG31288, CG33510, CG31436, CG11892, CG6834, CG11891, CG31087, CG11893, JHI-26, CG6830, CG10560, CG10562, CG31380, CG11878, CG33509, CG7135, CG13659	1748	50	10196	4.083066361556064	3.0315749910414524E-12	1.5157874955207262E-12	3.319566843629218E-12
INTERPRO	IPR004119:Protein of unknown function DUF227	35	1.6818837097549257	1.9733929596169747E-15	CG18765, CG9259, CG31104, CG31102, CG10553, CG31097, CG31974, CG10559, CG31975, CHKOV2, CHKOV1, CG33301, CG16898, CG10513, CG31370, CG10514, CG11889, CG10550, CG33511, CG31288, CG33510, CG31436, CG11892, CG6834, CG11891, CG31087, CG11893, JHI-26, CG6830, CG10560, CG10562, CG31380, CG11878, CG33509, CG7135, CG13659	1748	50	10196	4.083066361556064	3.0315749910414524E-12	1.5157874955207262E-12	3.319566843629218E-12
SMART	SM00587:CHK	35	1.6818837097549257	4.691323817796063E-15	CG18765, CG9259, CG31104, CG31102, CG10553, CG31097, CG31974, CG10559, CG31975, CHKOV2, CHKOV1, CG33301, CG16898, CG10513, CG31370, CG10514, CG11889, CG10550, CG33511, CG31288, CG33510, CG31436, CG11892, CG6834, CG11891, CG31087, CG11893, JHI-26, CG6830, CG10560, CG10562, CG31380, CG11878, CG33509, CG7135, CG13659	858	50	4824	3.935664335664336	1.17039711255984E-12	1.17039711255984E-12	6.061817714453355E-12
PIR_SUPERFAMILY	PIRSF014263:Drosophila hypothetical protein EG_34F3.5	15	0.7208073041806823	1.7463671489174711E-6	CG31104, CG31102, CG11891, CG11893, CHKOV1, CG13658, CG16898, CG31380, CG10513, CG11878, CG10514, CG13659, CG10550, CG11889, CG31288, CG31436	456	22	2596	3.881578947368421	5.935891053286957E-4	2.9683860924434313E-4	0.002378148424564408

Annotation Cluster 2	Enrichment Score: 11.377500355568813
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0055114~oxidation reduction	177	8.505526189332052	5.415767572078381E-22	CG14946, IMPL3, CG17374, CG13492, CYP4E1, CG5703, CG7580, CYP4E3, CG5493, CG4169, PRX2540-1, CG6020, CG9674, CG12766, CG10512, CG9914, CG32026, CG8680, CG10962, ASPH, CG3523, CYP12A5, CYP12A4, CYP9H1, CG3999, COVA, CYP309A2, CG2137, CYP4D1, CG7470, CG10211, CYP4D2, CG14757, OLF413, CYP4D8, CG9527, CG10219, CYP6D2, EO, CYP6D4, CG6142, CG6439, CYP12B2, CG5321, CYP6W1, CYP4AC1, CG5009, CG3270, CYP4AC2, DESAT1, URO, NC73EF, CG3842, CYP9C1, LEVY, PXN, CG9514, CYP311A1, CG13833, CYP303A1, CG11236, CYP6A23, GPDH, CYP6A21, CYP4AD1, CG34355, CYP301A1, CYP6A20, CG6083, CG9306, CG33099, CG9140, PHGPX, CYP9B1, MEN, FER2LCH, SC2, CG11796, CG15531, CG15434, V(2)K05816, CG11043, CYP6A17, CG34345, CG17121, CYP6A13, CG14630, HGO, CG11913, CYP4AE1, CYP4S3, CG4769, CG31028, CG5065, EIP71CD, HN, CG3192, CG3560, CYP313B1, CG5346, CG31413, SCPX, CG18170, CYT-C-P, PDSW, CYP28D1, ZW, CYP6T1, GAPDH1, CYP6T3, CAT, CYP28D2, ACOX57D-D, ANTDH, CG9629, CG3621, SU(R), CG10863, FMO-1, SODH-1, FMO-2, CYP312A1, CG17544, CG6282, GPO-1, CG7430, CG6385, CG15615, CYP6A2, L(1)G0156, CG11162, CYP313A1, CYP6A9, CYP6A8, CG12400, CG32068, CG8306, CG6910, ADH, CYP317A1, CG2065, CYP4D14, PH4ALPHAMP, CPR, CG31674, CG3214, CG3609, IRC, CG18814, CYP6G1, CG8888, CYP6G2, CG31370, CG7724, CG2070, FER1HCH, CG9743, CYP4AA1, CYP4D21, CYP12E1, CYP4D20, CG3597, CYP9F2, L(2)35DI, CA-ALPHA1T, CG3301, ALDH-III, CG12338, CYP18A1, SDHB, CG8630, PUG, ADHR, GLD, RY, CYT-B5, CG5028, CG13284	1132	620	7937	2.001665621794141	1.231003969133416E-18	1.231003969133416E-18	9.450533126786118E-19
UP_SEQ_FEATURE	metal ion-binding site:Iron (heme axial ligand)	52	2.4987986544930325	4.871382060575549E-19	CYP4S3, CYP4E1, CYP4E3, CYP313B1, CYT-C-P, CYP28D1, CYP6T1, CYP6T3, CYP28D2, CAT, CYP12A5, CYP12A4, CYP9H1, CYP312A1, CYP309A2, CYP4D1, CYP4D2, CYP6A2, CYP4D8, CYP313A1, CYP6D2, CYP6A9, CYP6A8, CYP6D4, CYP12B2, CYP317A1, CYP4AC1, CYP6W1, CYP4AC2, CYP4D14, CYP9C1, PXN, CYP6G1, CYP6G2, CYP311A1, CYP303A1, CYP6A23, CYP6A21, CYP4AD1, CYP301A1, CYP6A20, CYP4AA1, CYP4D21, CYP12E1, CYP4D20, CYP9F2, CYP9B1, CYP18A1, CYP6A17, CYP6A13, CYT-B5, CYP4AE1	446	96	2975	3.613135276532138	5.913857821538717E-16	5.913857821538717E-16	7.886775277750438E-16
SP_PIR_KEYWORDS	heme	58	2.787121576165305	8.195240155960562E-19	CYP4S3, CYP4E1, CYP4E3, CYP313B1, CYT-C-P, CG6870, CYP28D1, CYP6T1, CYP6T3, CYP28D2, CAT, CYP12A5, CYP12A4, CYP9H1, COVA, CYP312A1, CYP309A2, CYP4D1, CYP4D2, CYP6A2, CYP4D8, GLOB1, CYP313A1, CYP6D2, CG10219, CYP6A9, CYP6A8, CYP6D4, CYP12B2, CYP317A1, CYP4AC1, CYP6W1, CYP4AC2, CYP4D14, GYC88E, CYP9C1, PXN, CYP6G1, CYP6G2, CYP311A1, CYP303A1, CYP6A23, CYP6A21, CYP4AD1, RFABG, CYP301A1, CYP6A20, CYP4AA1, CYP4D21, CYP12E1, CYP4D20, CYP9F2, CYP9B1, CYP18A1, CYP6A17, CYP6A13, CYT-B5, CYP4AE1	2007	111	12980	3.379343469029568	2.827357853806394E-16	2.827357853806394E-16	1.118447922275521E-15
GOTERM_CC_FAT	GO:0005792~microsome	49	2.3546371936568957	5.902270347775761E-17	CYP4S3, CYP4E1, CYP4E3, CYP313B1, CG6870, CYP28D1, CYP6T1, CYP6T3, CYP28D2, CYP9H1, FMO-1, FMO-2, CYP312A1, CYP309A2, CYP4D1, CYP4D2, CYP6A2, CYP4D8, CYP313A1, CYP6D2, CYP6A9, CYP6A8, CYP6D4, CYP6W1, CYP317A1, CYP4AC1, CYP4AC2, CYP4D14, CYP9C1, LEVY, CYP6G1, CYP311A1, CYP6G2, CYP303A1, CYP6A23, CYP6A21, CYP4AD1, CYP6A20, CYP4AA1, CYP4D21, CYP4D20, CYP9F2, CYP9B1, CYP18A1, JHEH3, CYP6A17, CYP6A13, CYT-B5, CYP4AE1	761	89	4786	3.4625345125426334	3.785860513971784E-14	1.2656542480726785E-14	1.5543122344752192E-13
GOTERM_CC_FAT	GO:0042598~vesicular fraction	49	2.3546371936568957	5.902270347775761E-17	CYP4S3, CYP4E1, CYP4E3, CYP313B1, CG6870, CYP28D1, CYP6T1, CYP6T3, CYP28D2, CYP9H1, FMO-1, FMO-2, CYP312A1, CYP309A2, CYP4D1, CYP4D2, CYP6A2, CYP4D8, CYP313A1, CYP6D2, CYP6A9, CYP6A8, CYP6D4, CYP6W1, CYP317A1, CYP4AC1, CYP4AC2, CYP4D14, CYP9C1, LEVY, CYP6G1, CYP311A1, CYP6G2, CYP303A1, CYP6A23, CYP6A21, CYP4AD1, CYP6A20, CYP4AA1, CYP4D21, CYP4D20, CYP9F2, CYP9B1, CYP18A1, JHEH3, CYP6A17, CYP6A13, CYT-B5, CYP4AE1	761	89	4786	3.4625345125426334	3.785860513971784E-14	1.2656542480726785E-14	1.5543122344752192E-13
SP_PIR_KEYWORDS	Monooxygenase	51	2.45074483421432	1.5770115231826592E-16	CYP4S3, HN, CYP4E1, CYP4E3, CYP313B1, CYP28D1, CYP6T1, CYP6T3, CYP28D2, CYP12A5, CYP12A4, CYP9H1, FMO-1, FMO-2, CYP312A1, CYP309A2, CYP4D1, CYP4D2, CYP6A2, CYP4D8, CYP313A1, CYP6D2, CYP6A9, CYP6A8, CYP6D4, CYP12B2, CYP317A1, CYP4AC1, CYP6W1, CYP4AC2, CYP4D14, CYP9C1, CYP6G1, CYP6G2, CYP311A1, CYP303A1, CYP6A23, CYP6A21, CYP4AD1, CYP301A1, CYP6A20, CYP4AA1, CYP4D21, CYP12E1, CYP4D20, CYP9F2, CYP9B1, CYP18A1, CYP6A17, CYP6A13, CYP4AE1	2007	98	12980	3.365669137610201	3.83026943495679E-14	1.9095836023552692E-14	1.5543122344752192E-13
SP_PIR_KEYWORDS	oxidoreductase	161	7.736665064872657	5.544592739178133E-16	CG14946, IMPL3, CG17374, CG13492, CYP4E1, CG5703, CG7580, CG5493, CYP4E3, CG4169, PRX2540-1, CG6020, CG9674, CG12766, CG10512, CG9914, CG32026, CG8680, CG10962, ASPH, CG3523, CYP12A5, CYP12A4, CYP9H1, CG3999, CYP309A2, CG2137, CYP4D1, CG7470, CG10211, CYP4D2, CYP4D8, CG9527, CYP6D2, EO, CYP6D4, CG6142, CG6439, CYP12B2, CG5321, CYP6W1, CYP4AC1, CG5009, CG3270, CYP4AC2, DESAT1, NC73EF, URO, CG3842, CYP9C1, LEVY, PXN, CG9514, CG13833, CYP311A1, CYP303A1, CG11236, CYP6A23, GPDH, CYP6A21, CYP4AD1, CG34355, CYP301A1, CYP6A20, CG6083, CG9306, CG33099, CG9140, PHGPX, CYP9B1, MEN, SC2, CG11796, CG15531, CG15434, V(2)K05816, CG11043, CYP6A17, CG34345, CG17121, CYP6A13, CG14630, HGO, CG11913, CYP4AE1, CYP4S3, CG5065, EIP71CD, HN, CG3192, CG3560, CYP313B1, CG5346, SCPX, CG18170, PDSW, CYP28D1, ZW, GAPDH1, CYP6T1, CYP6T3, CAT, CYP28D2, ACOX57D-D, ANTDH, CG9629, CG3621, CG10863, SU(R), FMO-1, SODH-1, FMO-2, CYP312A1, CG6282, GPO-1, CG6385, CG15615, CYP6A2, CG7430, L(1)G0156, CG11162, CYP313A1, CYP6A9, CYP6A8, CG12400, CG32068, CG8306, ADH, CYP317A1, CG2065, CYP4D14, PH4ALPHAMP, CPR, CG31674, IRC, CG18814, CYP6G1, CG8888, CYP6G2, CG31370, CG7724, CG2070, CG9743, CYP4AA1, CYP4D21, CYP12E1, CYP4D20, CYP9F2, L(2)35DI, CA-ALPHA1T, CG3301, ALDH-III, CG12338, CYP18A1, SDHB, CG8630, PUG, ADHR, GLD, RY, CG5028, CG13284	2007	561	12980	1.8560528346864407	1.915134717478395E-13	6.38378239159465E-14	7.549516567451064E-13
SP_PIR_KEYWORDS	microsome	44	2.114368092263335	6.315228773307519E-16	CYP4S3, CYP4D14, CYP4E1, CYP4E3, CYP9C1, CYP313B1, CYP6G1, CYP6G2, CYP311A1, CYP303A1, CYP28D1, CYP6A23, CYP6T1, CYP6T3, CYP6A21, CYP28D2, CYP4AD1, CYP6A20, CYP9H1, CYP4AA1, CYP4D21, CYP309A2, CYP312A1, CYP4D20, CYP4D1, CYP9F2, CYP4D2, CYP9B1, CYP6A2, CYP4D8, CYP18A1, CYP313A1, CYP6D2, CYP6A9, CYP6A8, CYP6A17, CYP6D4, CYP6A13, CYP4AC1, CYP6W1, CYP317A1, CYT-B5, CYP4AE1, CYP4AC2	2007	78	12980	3.6482567424271464	2.298161660974074E-13	5.739853037312059E-14	9.103828801926284E-13
INTERPRO	IPR017973:Cytochrome P450, C-terminal region	48	2.3065833733781833	1.3533926762779941E-15	CYP4S3, CYP4D14, CYP4E1, CYP4E3, CYP9C1, CYP313B1, CYP6G1, CYP6G2, CYP311A1, CYP303A1, CYP28D1, CYP6A23, CYP6T1, CYP6T3, CYP6A21, CYP28D2, CYP4AD1, CYP12A5, CYP301A1, CYP6A20, CYP12A4, CYP9H1, CYP4AA1, CYP4D21, CYP309A2, CYP312A1, CYP12E1, CYP4D20, CYP4D1, CYP9F2, CYP4D2, CYP9B1, CYP6A2, CYP4D8, CYP18A1, CYP313A1, CYP6D2, CYP6A9, CYP6A8, CYP6A17, CYP6D4, CYP12B2, CYP6A13, CYP6W1, CYP317A1, CYP4AC1, CYP4AE1, CYP4AC2	1748	85	10196	3.293902274868757	2.021049994027635E-12	2.021049994027635E-12	2.220446049250313E-12
